"","site.x","night_date.x","samp.occ","uid","EPTFUS","LASBOR","LASCIN","LASNOC","MYOLEI","MYOLUC","MYOSEP","MYOSOD","NYCHUM","PERSUB","NOID","NOISE","EPTFUS.P","LASBOR.P","LASCIN.P","LASNOC.P","MYOLEI.P","MYOLUC.P","MYOSEP.P","MYOSOD.P","NYCHUM.P","PERSUB.P","version","subversion"
"611","GETT04",2018-06-20,35,"GETT04 2018-06-20",22,3,3,12,0,1,0,1,13,0,47,190,0,0.1291721,0.5507234,0.0029026,1,0.7131752,1,0.4934532,1e-06,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"612","GETT04",2018-06-21,36,"GETT04 2018-06-21",29,6,2,12,0,1,0,0,83,0,70,340,0,0.6586208,0.9976917,0.0078173,1,0.7159227,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"613","GETT04",2018-06-22,37,"GETT04 2018-06-22",6,0,0,1,0,1,0,0,0,0,1,37,2.72e-05,1,1,0.9683099,1,0.104915,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"614","GETT04",2018-06-23,38,"GETT04 2018-06-23",19,10,6,3,0,1,0,1,2,0,31,230,0,0,0.0021296,1,1,1,1,0.5037917,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"615","GETT04",2018-06-24,39,"GETT04 2018-06-24",28,5,5,23,0,4,0,0,12,0,54,282,0,0.0070297,0.3099384,2e-07,1,0.0477911,1,1,4.39e-05,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"616","GETT04",2018-06-25,40,"GETT04 2018-06-25",25,5,7,5,0,1,0,0,8,1,45,159,0,0.0010165,0.0019836,0.9614833,1,0.945962,1,1,0.0049304,0.6723079,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"617","GETT04",2018-06-26,41,"GETT04 2018-06-26",85,3,8,11,0,2,0,1,14,1,50,323,0,0.1640604,0.1500275,1,1,0.257454,1,0.5195179,3e-07,0.788714,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"618","GETT04",2018-06-27,42,"GETT04 2018-06-27",28,0,11,7,0,0,0,0,3,0,22,209,0,1,5.3e-06,0.8629956,1,1,1,1,0.0069667,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"619","GETT04",2018-06-28,43,"GETT04 2018-06-28",9,3,9,1,0,0,0,0,9,0,28,168,5.6e-06,0.0735676,1e-07,1,1,1,1,1,9.77e-05,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"620","GETT04",2018-06-29,44,"GETT04 2018-06-29",24,12,3,13,0,0,0,0,9,0,58,267,0,0,0.6078736,0.0016544,1,1,1,1,0.0322219,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"621","GETT04",2018-06-30,45,"GETT04 2018-06-30",44,11,14,12,0,6,0,0,10,0,54,238,0,0,2.4e-06,0.4850918,1,0.0463511,1,1,0.0190271,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"622","GETT04",2018-07-01,46,"GETT04 2018-07-01",118,4,20,17,0,1,0,0,2,1,94,403,0,0.0003098,7.2e-06,1,1,0.9126855,1,1,0.7598435,0.3885328,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"623","GETT04",2018-07-02,47,"GETT04 2018-07-02",341,3,13,14,0,2,0,0,1,1,81,326,0,0.0028723,1,1,1,0.3746525,1,1,0.9798194,0.2907012,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"624","GETT04",2018-07-03,48,"GETT04 2018-07-03",210,8,15,23,0,4,0,0,6,1,99,455,0,1.1e-06,0.1829809,1,1,0.1852555,1,1,0.1584472,0.7093589,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"625","GETT04",2018-07-04,49,"GETT04 2018-07-04",45,0,25,13,0,0,0,0,1,0,55,331,0,1,0,0.7921315,1,1,1,1,0.1909892,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"626","GETT04",2018-07-05,50,"GETT04 2018-07-05",112,3,72,42,0,0,0,0,0,0,141,455,0,0.0002534,0,0.0880043,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"627","GETT04",2018-07-06,51,"GETT04 2018-07-06",99,1,8,7,0,5,0,0,2,0,32,313,0,0.5766392,0.2939448,1,1,0.0004038,1,1,0.2043222,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"628","GETT04",2018-07-07,52,"GETT04 2018-07-07",48,3,0,7,0,6,0,2,2,0,25,203,0,0.0243882,1,0.9354326,1,0.0006713,1,0.3029668,0.5808598,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"629","GETT04",2018-07-08,53,"GETT04 2018-07-08",63,3,12,9,0,9,0,1,5,1,52,314,0,0.0888118,0.0003224,1,1,3.3e-06,1,0.7807818,0.0310717,0.5131415,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"630","GETT04",2018-07-09,54,"GETT04 2018-07-09",140,8,12,15,0,6,1,1,3,2,108,396,0,4e-07,0.0988492,1,1,0.0130531,0.1868656,0.6528763,0.818511,0.131437,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"631","GETT04",2018-07-10,55,"GETT04 2018-07-10",154,12,15,11,0,22,0,3,9,8,102,239,0,3e-07,0.0265826,1,1,0,1,0.356807,0.0608881,4.5e-06,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"632","GETT04",2018-07-11,56,"GETT04 2018-07-11",118,14,15,10,0,48,0,1,19,4,137,397,0,1.04e-05,0.0027626,1,1,0,1,1,9.8e-06,0.0805168,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"633","GETT04",2018-07-12,57,"GETT04 2018-07-12",108,27,16,15,0,59,0,1,19,10,170,447,0,0,0.0003284,1,1,0,1,1,0.0038752,1.96e-05,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"634","GETT04",2018-07-13,58,"GETT04 2018-07-13",150,6,10,9,0,22,0,0,10,1,75,301,0,0.0116748,0.471734,1,1,0,1,1,0.0008849,0.8025233,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"635","GETT04",2018-07-14,59,"GETT04 2018-07-14",78,3,8,1,0,6,0,0,1,2,44,174,0,0.0142928,0.1353323,1,1,0.0007293,1,1,0.9701654,0.0310514,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"636","GETT04",2018-07-15,60,"GETT04 2018-07-15",38,11,4,5,0,15,0,0,11,4,46,233,0,6e-07,0.3087518,1,1,3e-07,1,1,0.0076473,0.0198887,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"637","GETT04",2018-07-16,61,"GETT04 2018-07-16",38,3,1,2,0,3,0,0,5,0,11,138,0,0.0310942,1,1,1,0.0753418,1,1,0.0334269,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"638","GETT04",2018-07-17,62,"GETT04 2018-07-17",11,3,0,3,0,6,0,0,3,1,17,147,0,0.0306248,1,0.5447583,1,0.0007949,1,1,0.2608595,0.4086421,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"639","GETT04",2018-07-18,63,"GETT04 2018-07-18",11,3,0,0,0,4,0,0,0,2,8,105,0,0.0068556,1,1,1,0.0103054,1,1,1,0.0199351,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"640","GETT04",2018-07-19,64,"GETT04 2018-07-19",32,1,0,0,0,1,1,0,5,0,10,105,0,0.5865722,1,1,1,0.4114677,0.0390392,1,0.0040621,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"641","GETT04",2018-07-20,65,"GETT04 2018-07-20",13,4,1,1,0,2,0,0,26,2,18,105,0,0.1891503,0.921363,1,1,0.3155173,1,1,0,0.5392256,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"642","GETT04",2018-07-21,66,"GETT04 2018-07-21",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"643","GETT04",2018-07-22,67,"GETT04 2018-07-22",8,0,0,1,0,1,0,0,0,0,1,87,4e-07,1,1,1,1,0.1054465,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"644","GETT04",2018-07-23,68,"GETT04 2018-07-23",6,0,2,0,0,1,0,0,0,0,5,57,1.37e-05,1,0.1286302,1,1,0.1047776,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"645","GETT04",2018-07-24,69,"GETT04 2018-07-24",57,1,2,0,0,6,0,0,0,0,2,51,0,0.5715372,1,1,1,1.67e-05,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"646","GETT04",2018-07-25,70,"GETT04 2018-07-25",18,0,0,0,0,1,0,1,0,0,6,34,0,1,1,1,1,0.1203998,1,0.4877141,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"647","GETT04",2018-07-26,71,"GETT04 2018-07-26",30,6,0,0,0,7,0,1,5,1,21,57,0,0.0002028,1,1,1,0.0013628,1,0.6989352,0.1666842,0.621457,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"648","GETT04",2018-07-27,72,"GETT04 2018-07-27",20,1,0,0,0,4,0,0,5,4,16,179,0,0.7074097,1,1,1,0.0030575,1,1,0.0044711,0.0003496,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"649","GETT04",2018-07-28,73,"GETT04 2018-07-28",23,2,0,0,0,3,0,0,47,1,39,261,0,1,1,1,1,0.0121156,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"650","GETT04",2018-07-29,74,"GETT04 2018-07-29",46,10,1,0,0,7,0,0,70,4,57,67,0,0.0264059,1,1,1,0.0044362,1,1,0,0.528078,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"651","GETT04",2018-07-30,75,"GETT04 2018-07-30",36,9,2,1,0,3,0,0,33,2,24,135,0,0.0007897,0.9772693,1,1,0.4050985,1,1,0,0.7578436,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"652","GETT04",2018-07-31,76,"GETT04 2018-07-31",15,0,0,0,0,2,0,0,1,0,4,39,0,1,1,1,1,0.0167233,1,1,0.216007,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"653","GETT04",2018-08-01,77,"GETT04 2018-08-01",2,1,0,0,0,3,0,0,6,0,12,40,0.0153105,0.7299384,1,1,1,0.0127797,1,1,0.0009388,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"654","GETT04",2018-08-02,78,"GETT04 2018-08-02",22,4,2,0,0,2,0,0,19,0,22,112,0,0.0885739,0.7307943,1,1,0.3269474,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"655","GETT04",2018-08-03,79,"GETT04 2018-08-03",0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"656","GETT04",2018-08-04,80,"GETT04 2018-08-04",3,1,0,2,0,2,0,0,10,0,22,90,0.030227,0.8648424,1,0.2523424,1,0.067018,1,1,2.7e-06,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"657","GETT04",2018-08-05,81,"GETT04 2018-08-05",4,2,0,0,0,0,0,0,55,0,40,76,0.0002311,1,1,1,1,1,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"658","GETT04",2018-08-06,82,"GETT04 2018-08-06",10,1,0,1,0,1,0,0,22,0,29,98,0,1,1,1,1,0.259569,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"659","GETT04",2018-08-07,83,"GETT04 2018-08-07",9,3,1,2,0,1,0,0,24,0,22,153,5e-07,0.3976813,0.8242329,0.8391534,1,0.6425187,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"660","GETT04",2018-08-08,84,"GETT04 2018-08-08",6,8,0,0,0,1,0,0,49,0,31,83,3.5e-06,0.0215473,1,1,1,0.9812206,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"661","GETT04",2018-08-09,85,"GETT04 2018-08-09",32,6,0,2,0,2,0,0,81,0,69,144,0,0.634627,1,1,1,0.2804946,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"662","GETT04",2018-08-10,86,"GETT04 2018-08-10",13,5,2,6,0,2,0,0,39,0,31,95,0,0.2040582,0.6164937,0.0990629,1,0.3460071,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"663","GETT04",2018-08-11,87,"GETT04 2018-08-11",2,5,0,0,0,0,0,0,56,2,42,116,0.0152028,0.6163969,1,1,1,1,1,1,0,0.9604738,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"664","GETT04",2018-08-12,88,"GETT04 2018-08-12",62,0,2,0,0,0,0,0,41,0,31,72,0,1,1,1,1,1,1,1,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"665","GETT04",2018-08-13,89,"GETT04 2018-08-13",28,6,0,0,0,2,0,1,44,1,34,71,0,0.116443,1,1,1,0.4278587,1,0.5214659,0,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"666","GETT04",2018-08-14,90,"GETT04 2018-08-14",54,1,0,0,0,3,0,0,10,0,11,105,0,0.8868188,1,1,1,0.0119214,1,1,2.6e-06,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"667","GETT04",2018-08-15,91,"GETT04 2018-08-15",51,1,0,3,0,2,0,0,12,0,22,59,0,0.9201915,1,1,1,0.0668229,1,1,1e-07,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"668","GETT04",2019-03-14,92,"GETT04 2019-03-14",26,0,2,2,0,1,0,0,0,0,10,104,0,1,0.7642376,1,1,0.1102087,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"669","GETT04",2019-03-15,93,"GETT04 2019-03-15",13,0,0,1,0,0,0,0,0,0,3,61,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"670","GETT04",2019-03-16,94,"GETT04 2019-03-16",0,0,1,0,0,0,0,0,0,0,1,31,1,1,0.0619244,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"671","GETT04",2019-03-17,95,"GETT04 2019-03-17",0,0,0,0,0,0,0,0,0,0,1,23,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"672","GETT04",2019-03-18,96,"GETT04 2019-03-18",0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"673","GETT04",2019-03-19,97,"GETT04 2019-03-19",0,0,1,0,0,0,0,0,0,0,2,19,1,1,0.0619244,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"674","GETT04",2019-03-20,98,"GETT04 2019-03-20",0,0,0,0,0,0,0,0,0,0,2,162,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"675","GETT04",2019-03-21,99,"GETT04 2019-03-21",0,0,0,0,0,0,0,0,0,0,1,6,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"676","GETT04",2019-03-22,100,"GETT04 2019-03-22",0,0,0,0,0,0,0,0,0,0,1,18,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"677","GETT04",2019-03-23,101,"GETT04 2019-03-23",0,0,0,0,0,0,0,0,0,0,0,24,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"678","GETT04",2019-03-24,102,"GETT04 2019-03-24",0,0,0,1,0,0,0,0,0,0,2,35,1,1,1,0.2032214,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"679","GETT04",2019-03-25,103,"GETT04 2019-03-25",0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"680","GETT04",2019-03-26,104,"GETT04 2019-03-26",0,0,0,0,0,0,0,0,0,0,0,19,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"681","GETT04",2019-03-27,105,"GETT04 2019-03-27",2,0,3,8,0,0,0,0,0,0,2,36,0.789901,1,0.0757006,0.0007764,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"682","GETT04",2019-03-28,106,"GETT04 2019-03-28",6,0,1,0,0,0,0,0,0,0,2,21,5.1e-06,1,0.5847734,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"683","GETT04",2019-03-29,107,"GETT04 2019-03-29",3,0,0,4,0,0,0,0,0,0,1,62,0.0984894,1,1,0.0129124,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"684","GETT04",2019-03-30,108,"GETT04 2019-03-30",36,0,2,6,0,0,0,0,0,0,10,412,0,1,0.9505835,0.8299346,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"685","GETT04",2019-03-31,109,"GETT04 2019-03-31",8,0,0,0,0,0,0,0,0,0,1,23,1e-07,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"686","GETT04",2019-04-01,110,"GETT04 2019-04-01",0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"687","GETT04",2019-04-02,111,"GETT04 2019-04-02",0,0,0,0,0,0,0,0,0,0,0,14,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"688","GETT04",2019-04-03,112,"GETT04 2019-04-03",4,0,1,0,0,0,0,0,0,0,1,19,0.0004107,1,0.4417246,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"689","GETT04",2019-04-04,113,"GETT04 2019-04-04",3,0,1,2,0,2,0,0,0,0,9,59,0.0385182,1,0.4955785,0.4127333,1,0.0107605,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"690","GETT04",2019-04-05,114,"GETT04 2019-04-05",0,0,0,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"691","GETT04",2019-04-06,115,"GETT04 2019-04-06",4,0,11,12,0,0,0,0,0,0,24,195,0.5227806,1,1e-07,0.0023198,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"692","GETT04",2019-04-07,116,"GETT04 2019-04-07",117,0,1,50,0,0,2,0,0,0,94,823,0,1,1,0,1,1,0.0005441,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"693","GETT04",2019-04-08,117,"GETT04 2019-04-08",240,0,2,222,0,0,1,0,0,0,209,1387,0,1,1,0,1,1,0.0208701,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"694","GETT04",2019-04-09,118,"GETT04 2019-04-09",475,0,0,8,0,0,7,1,0,0,39,461,0,1,1,1,1,1,0,0.639219,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"695","GETT04",2019-04-10,119,"GETT04 2019-04-10",8,0,0,5,0,2,1,2,0,0,12,124,6.74e-05,1,1,0.0386117,1,0.0149694,0.1815525,0.2420862,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"696","GETT04",2019-04-11,120,"GETT04 2019-04-11",2,0,0,8,0,0,19,0,0,0,14,63,0.7068571,1,1,7.1e-06,1,1,0,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"697","GETT04",2019-04-12,121,"GETT04 2019-04-12",4,0,0,6,0,0,0,4,0,0,6,1009,0.0602149,1,1,0.0009908,1,1,1,0.0483522,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"698","GETT04",2019-04-13,122,"GETT04 2019-04-13",36,0,1,31,0,2,7,0,0,0,39,420,0,1,1,0,1,0.0247132,0,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"699","GETT04",2019-04-14,123,"GETT04 2019-04-14",21,0,0,7,0,3,0,1,0,0,12,758,0,1,1,0.1230866,1,0.0011987,1,0.5466789,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"700","GETT04",2019-04-15,124,"GETT04 2019-04-15",0,0,0,0,0,0,0,0,0,0,2,9,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"701","GETT04",2019-04-16,125,"GETT04 2019-04-16",3,0,0,5,0,0,0,1,0,0,0,56,0.1465335,1,1,0.0024251,1,1,1,0.4697911,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"702","GETT04",2019-04-17,126,"GETT04 2019-04-17",6,0,0,2,0,0,0,3,0,0,5,48,0.0001236,1,1,0.5494449,1,1,1,0.1029451,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"703","GETT04",2019-04-18,127,"GETT04 2019-04-18",25,0,2,15,0,2,0,0,0,0,15,302,0,1,0.9729838,0.0001327,1,0.0113517,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"704","GETT04",2019-04-19,128,"GETT04 2019-04-19",9,0,0,0,0,2,0,0,1,0,3,996,0,1,1,1,1,0.0165494,1,1,0.216009,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"705","GETT04",2019-04-20,129,"GETT04 2019-04-20",41,1,0,2,0,3,0,1,0,1,4,63,0,0.3535681,1,1,1,0.0100271,1,0.5502617,1,0.112825,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"706","GETT04",2019-04-21,130,"GETT04 2019-04-21",15,0,0,1,0,0,0,0,0,0,6,60,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"707","GETT04",2019-04-22,131,"GETT04 2019-04-22",22,0,2,1,0,0,0,1,0,0,2,85,0,1,0.6700126,1,1,1,1,0.4685616,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"708","GETT04",2019-04-23,132,"GETT04 2019-04-23",147,0,1,3,0,2,0,0,0,0,9,187,0,1,1,1,1,0.0149292,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"709","GETT04",2019-04-24,133,"GETT04 2019-04-24",5,0,0,0,0,0,0,0,0,0,3,61,2.85e-05,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"710","GETT04",2019-04-25,134,"GETT04 2019-04-25",21,0,0,1,0,2,0,0,0,1,7,211,0,1,1,1,1,0.0131526,1,1,1,0.0330634,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"711","GETT04",2019-04-26,135,"GETT04 2019-04-26",22,0,0,0,0,1,0,2,0,0,6,85,0,1,1,1,1,0.1416148,1,0.2249864,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"712","GETT04",2019-04-27,136,"GETT04 2019-04-27",15,0,0,0,0,2,0,1,0,0,1,69,0,1,1,1,1,0.0118689,1,0.5157481,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"713","GETT04",2019-04-28,137,"GETT04 2019-04-28",8,0,0,1,0,0,0,0,0,0,7,24,4e-07,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"714","GETT04",2019-04-29,138,"GETT04 2019-04-29",27,0,0,6,0,0,0,1,0,0,3,87,0,1,1,0.4919886,1,1,1,0.4692564,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"715","GETT04",2019-04-30,139,"GETT04 2019-04-30",90,1,2,9,0,0,2,0,2,1,28,266,0,0.3139009,1,1,1,1,0.0005441,1,0.1865949,0.2202323,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"716","GETT04",2019-05-01,140,"GETT04 2019-05-01",87,0,2,27,0,0,1,0,3,0,34,196,0,1,1,0.0007213,1,1,0.0233266,1,0.0069992,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"717","GETT04",2019-05-02,141,"GETT04 2019-05-02",241,0,2,20,0,0,0,0,0,1,33,314,0,1,1,1,1,1,1,1,1,0.0229873,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"718","GETT04",2019-05-03,142,"GETT04 2019-05-03",0,0,1,0,0,0,0,0,0,0,1,312,1,1,0.0619244,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"719","GETT04",2019-05-04,143,"GETT04 2019-05-04",60,0,8,13,0,0,0,0,0,0,18,521,0,1,0.0478074,0.4267128,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"720","GETT04",2019-05-05,144,"GETT04 2019-05-05",13,0,0,1,0,2,0,0,0,1,0,81,0,1,1,1,1,0.0129269,1,1,1,0.0330476,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"721","GETT04",2019-05-06,145,"GETT04 2019-05-06",32,0,1,3,0,1,0,0,0,0,8,91,0,1,1,1,1,0.1119481,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
