"","site.x","night_date.x","samp.occ","uid","EPTFUS","LASBOR","LASCIN","LASNOC","MYOLEI","MYOLUC","MYOSEP","MYOSOD","NYCHUM","PERSUB","NOID","NOISE","EPTFUS.P","LASBOR.P","LASCIN.P","LASNOC.P","MYOLEI.P","MYOLUC.P","MYOSEP.P","MYOSOD.P","NYCHUM.P","PERSUB.P","version","subversion"
"1","GETT01",2018-04-27,1,"GETT01 2018-04-27",88,6,2,5,0,4,0,0,6,0,28,51,0,0.00012,1,1,1,0.0847415,1,1,0.0710759,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"2","GETT01",2018-04-28,2,"GETT01 2018-04-28",4,0,0,1,0,0,0,0,0,0,4,8,0.0015657,1,1,0.8481914,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"3","GETT01",2018-04-29,3,"GETT01 2018-04-29",0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"4","GETT01",2018-04-30,4,"GETT01 2018-04-30",123,1,2,2,0,2,0,0,10,0,39,80,0,0.8647075,1,1,1,0.0771023,1,1,2.6e-06,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"5","GETT01",2018-05-01,5,"GETT01 2018-05-01",57,0,7,14,0,0,0,0,0,0,19,51,0,1,0.1125397,0.2088624,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"6","GETT01",2018-05-02,6,"GETT01 2018-05-02",62,0,5,17,0,1,0,0,1,2,23,69,0,1,0.6179035,0.0444452,1,0.1777865,1,1,0.2365047,0.0046729,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"7","GETT01",2018-05-03,7,"GETT01 2018-05-03",51,0,30,18,0,0,0,0,1,0,32,93,0,1,0,0.3748337,1,1,1,1,0.1909892,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"8","GETT01",2018-05-04,8,"GETT01 2018-05-04",44,0,12,8,0,0,0,0,0,4,35,99,0,1,2.07e-05,0.9912341,1,1,1,1,1,5e-07,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"9","GETT01",2018-05-05,9,"GETT01 2018-05-05",4,0,1,1,0,0,0,0,0,0,2,52,0.0020892,1,0.4603464,0.942195,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"10","GETT01",2018-05-06,10,"GETT01 2018-05-06",10,0,2,8,0,1,0,0,0,0,5,16,3.51e-05,1,0.5367967,0.0058583,1,0.1058156,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"11","GETT01",2018-05-07,11,"GETT01 2018-05-07",35,0,13,15,0,0,0,0,1,0,27,45,0,1,5.9e-06,0.0478662,1,1,1,1,0.1909892,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"12","GETT01",2018-05-08,12,"GETT01 2018-05-08",47,0,9,13,0,0,0,0,0,8,27,90,0,1,0.0059938,0.2160509,1,1,1,1,1,0,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"13","GETT01",2018-05-09,13,"GETT01 2018-05-09",54,1,11,8,0,0,0,0,2,4,44,122,0,0.3108658,0.0003815,1,1,1,1,1,0.2056736,4.41e-05,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"14","GETT01",2018-05-10,14,"GETT01 2018-05-10",74,0,17,21,0,0,0,0,4,0,58,162,0,1,8.5e-06,0.1030745,1,1,1,1,0.0013306,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"15","GETT01",2018-05-11,15,"GETT01 2018-05-11",104,0,8,5,0,0,0,0,0,1,45,181,0,1,0.3634606,1,1,1,1,1,1,0.0263792,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"16","GETT01",2018-05-12,16,"GETT01 2018-05-12",21,2,9,11,0,1,0,0,0,1,10,153,0,0.0107387,0.000166,0.0541765,1,0.5744324,1,1,1,0.1688558,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"17","GETT01",2018-05-13,17,"GETT01 2018-05-13",2,0,0,1,0,0,0,0,0,0,1,24,0.0721374,1,1,0.5941047,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"18","GETT01",2018-05-14,18,"GETT01 2018-05-14",62,0,9,8,0,0,0,0,0,0,32,168,0,1,0.0114023,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"19","GETT01",2018-05-15,19,"GETT01 2018-05-15",27,0,4,6,0,1,0,0,0,0,13,75,0,1,0.1712896,0.6718702,1,0.1106882,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"20","GETT01",2018-05-16,20,"GETT01 2018-05-16",4,0,0,0,0,0,0,0,0,0,1,8,0.0002311,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"21","GETT01",2018-05-24,21,"GETT01 2018-05-24",43,0,2,1,0,0,0,0,1,0,22,83,0,1,0.9981515,1,1,1,1,1,0.1908961,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"22","GETT01",2018-05-25,22,"GETT01 2018-05-25",118,0,7,0,0,0,0,0,0,2,29,166,0,1,0.7958089,1,1,1,1,1,1,0.0006962,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"23","GETT01",2018-05-26,23,"GETT01 2018-05-26",67,0,8,4,0,1,0,0,2,1,26,125,0,1,0.0606378,1,1,0.1613915,1,1,0.0477333,0.1704295,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"24","GETT01",2018-05-27,24,"GETT01 2018-05-27",10,0,3,0,0,0,0,0,0,0,5,66,0,1,0.0580573,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"25","GETT01",2018-05-28,25,"GETT01 2018-05-28",27,0,3,2,0,0,0,0,1,0,17,88,0,1,0.3893708,1,1,1,1,1,0.1909385,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"26","GETT01",2018-05-29,26,"GETT01 2018-05-29",50,1,11,1,0,0,0,0,3,1,22,120,0,0.4192869,0.0003196,1,1,1,1,1,0.0473574,0.2795438,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"27","GETT01",2018-05-30,27,"GETT01 2018-05-30",17,0,4,1,0,0,0,0,1,0,10,71,0,1,0.0414356,1,1,1,1,1,0.1909176,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"28","GETT01",2018-05-31,28,"GETT01 2018-05-31",17,0,0,1,0,0,0,0,0,0,9,41,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"29","GETT01",2018-06-01,29,"GETT01 2018-06-01",35,0,1,2,0,0,0,0,1,0,11,72,0,1,1,1,1,1,1,1,0.1911313,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"30","GETT01",2018-06-02,30,"GETT01 2018-06-02",7,0,2,2,0,0,0,0,0,0,2,56,3.22e-05,1,0.1852326,0.8419644,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"31","GETT01",2018-06-03,31,"GETT01 2018-06-03",0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"32","GETT01",2018-06-04,32,"GETT01 2018-06-04",11,0,1,0,0,0,0,0,1,0,5,29,0,1,0.8329685,1,1,1,1,1,0.1908721,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"33","GETT01",2018-06-05,33,"GETT01 2018-06-05",6,0,1,0,0,0,0,0,0,0,3,23,5.1e-06,1,0.5847734,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"34","GETT01",2018-06-06,34,"GETT01 2018-06-06",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"35","GETT01",2018-06-07,35,"GETT01 2018-06-07",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"36","GETT01",2018-06-08,36,"GETT01 2018-06-08",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"37","GETT01",2018-06-09,37,"GETT01 2018-06-09",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"38","GETT01",2018-06-10,38,"GETT01 2018-06-10",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"39","GETT01",2018-06-11,39,"GETT01 2018-06-11",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"40","GETT01",2018-06-12,40,"GETT01 2018-06-12",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"41","GETT01",2018-06-13,41,"GETT01 2018-06-13",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"42","GETT01",2018-06-14,42,"GETT01 2018-06-14",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"43","GETT01",2018-06-15,43,"GETT01 2018-06-15",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"44","GETT01",2018-06-16,44,"GETT01 2018-06-16",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"45","GETT01",2018-06-17,45,"GETT01 2018-06-17",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"46","GETT01",2018-06-18,46,"GETT01 2018-06-18",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"47","GETT01",2018-06-19,47,"GETT01 2018-06-19",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"48","GETT01",2018-06-20,48,"GETT01 2018-06-20",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"49","GETT01",2018-06-21,49,"GETT01 2018-06-21",35,0,3,2,0,0,0,0,2,0,19,91,0,1,0.5929097,1,1,1,1,1,0.0364527,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"50","GETT01",2018-06-22,50,"GETT01 2018-06-22",2,0,0,0,0,0,0,0,0,0,3,22,0.0152028,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"51","GETT01",2018-06-23,51,"GETT01 2018-06-23",4,0,0,1,0,0,0,0,0,0,4,41,0.0015657,1,1,0.8481914,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"52","GETT01",2018-06-24,52,"GETT01 2018-06-24",21,0,6,0,0,0,0,0,0,0,8,67,0,1,0.0041692,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"53","GETT01",2018-06-25,53,"GETT01 2018-06-25",34,0,0,0,0,0,0,0,2,0,6,85,0,1,1,1,1,1,1,1,0.0366856,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"54","GETT01",2018-06-26,54,"GETT01 2018-06-26",61,0,4,1,0,0,0,0,2,0,19,168,0,1,0.7822226,1,1,1,1,1,0.0364385,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"55","GETT01",2018-06-27,55,"GETT01 2018-06-27",7,0,10,9,0,0,0,0,0,0,13,174,0.0163016,1,4e-07,0.0450894,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"56","GETT01",2018-06-28,56,"GETT01 2018-06-28",43,0,7,1,0,0,0,0,2,0,27,173,0,1,0.0247684,1,1,1,1,1,0.0364399,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"57","GETT01",2018-06-29,57,"GETT01 2018-06-29",70,0,7,2,0,1,0,0,5,0,23,169,0,1,0.1869445,1,1,0.1452751,1,1,0.0004381,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"58","GETT01",2018-06-30,58,"GETT01 2018-06-30",72,0,7,7,0,0,0,0,1,0,33,159,0,1,0.1723623,1,1,1,1,1,0.1909591,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"59","GETT01",2018-07-01,59,"GETT01 2018-07-01",76,0,4,6,0,0,0,0,8,0,39,208,0,1,0.9307385,1,1,1,1,1,1.8e-06,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"60","GETT01",2018-07-02,60,"GETT01 2018-07-02",98,2,6,10,0,0,0,0,2,0,32,234,0,0.0386398,0.7024347,1,1,1,1,1,0.3518098,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"61","GETT01",2018-07-03,61,"GETT01 2018-07-03",92,0,7,6,0,0,0,0,4,0,33,185,0,1,0.4153165,1,1,1,1,1,0.001329,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"62","GETT01",2018-07-04,62,"GETT01 2018-07-04",25,0,2,2,0,0,0,0,0,0,17,134,0,1,0.7376283,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"63","GETT01",2018-07-05,63,"GETT01 2018-07-05",63,0,9,3,0,0,0,0,4,1,12,165,0,1,0.0169076,1,1,1,1,1,0.0013847,0.2860008,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"64","GETT01",2018-07-06,64,"GETT01 2018-07-06",34,0,2,2,0,0,0,0,0,0,14,133,0,1,0.9229411,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"65","GETT01",2018-07-07,65,"GETT01 2018-07-07",57,0,2,0,0,0,0,0,2,0,18,110,0,1,1,1,1,1,1,1,0.0364868,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"66","GETT01",2018-07-08,66,"GETT01 2018-07-08",61,0,2,5,0,0,0,0,1,1,28,140,0,1,1,1,1,1,1,1,0.201624,0.1013463,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"67","GETT01",2018-07-09,67,"GETT01 2018-07-09",80,1,8,3,0,0,0,0,0,0,42,168,0,0.0633085,0.1403362,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"68","GETT01",2018-07-10,68,"GETT01 2018-07-10",136,0,4,4,0,4,0,0,2,0,40,233,0,1,1,1,1,0.0003405,1,1,0.0464444,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"69","GETT01",2018-07-11,69,"GETT01 2018-07-11",108,1,3,9,0,1,0,0,4,0,31,171,0,0.5142599,1,1,1,0.4365283,1,1,0.0162882,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"70","GETT01",2018-07-12,70,"GETT01 2018-07-12",75,1,3,2,0,0,0,0,5,0,32,180,0,0.5930259,1,1,1,1,1,1,0.0023793,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"71","GETT01",2018-07-13,71,"GETT01 2018-07-13",48,0,2,2,0,0,0,0,5,0,12,140,0,1,1,1,1,1,1,1,0.0002538,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"72","GETT01",2018-07-14,72,"GETT01 2018-07-14",73,0,2,4,0,0,0,0,0,1,34,197,0,1,1,1,1,1,1,1,1,0.0263477,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"73","GETT01",2018-07-15,73,"GETT01 2018-07-15",62,0,5,2,0,0,0,0,4,0,25,181,0,1,0.4972694,1,1,1,1,1,0.0013282,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"74","GETT01",2018-07-16,74,"GETT01 2018-07-16",46,0,2,2,0,0,0,0,1,0,13,141,0,1,1,1,1,1,1,1,0.1909213,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"75","GETT01",2018-07-17,75,"GETT01 2018-07-17",2,0,1,0,0,0,0,0,0,0,1,13,0.0308911,1,0.2667957,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"76","GETT01",2018-07-18,76,"GETT01 2018-07-18",14,0,0,0,0,0,0,0,0,0,0,72,0,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"77","GETT01",2018-07-19,77,"GETT01 2018-07-19",4,1,2,0,0,0,0,0,3,0,11,66,0.0009652,0.4191134,0.0762712,1,1,1,1,1,0.0460265,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"78","GETT01",2018-07-20,78,"GETT01 2018-07-20",5,0,1,0,0,0,0,0,1,0,2,33,5.32e-05,1,0.522077,1,1,1,1,1,0.1908721,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"79","GETT01",2018-07-21,79,"GETT01 2018-07-21",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"80","GETT01",2018-07-22,80,"GETT01 2018-07-22",10,0,0,2,0,0,0,0,0,0,1,37,0,1,1,0.8495871,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"81","GETT01",2018-07-23,81,"GETT01 2018-07-23",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"82","GETT01",2018-07-24,82,"GETT01 2018-07-24",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"83","GETT01",2018-07-25,83,"GETT01 2018-07-25",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"84","GETT01",2018-07-26,84,"GETT01 2018-07-26",4,0,0,1,0,0,0,0,0,0,3,35,0.0015657,1,1,0.8481914,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"85","GETT01",2018-07-27,85,"GETT01 2018-07-27",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"86","GETT01",2018-07-28,86,"GETT01 2018-07-28",1,0,1,0,0,0,0,0,0,0,2,180,0.2530167,1,0.165235,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"87","GETT01",2018-07-29,87,"GETT01 2018-07-29",3,0,0,0,0,0,0,0,0,0,0,97,0.0018745,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"88","GETT01",2018-07-30,88,"GETT01 2018-07-30",2,0,0,1,0,0,0,0,1,0,2,37,0.0721367,1,1,0.5941038,1,1,1,1,0.1915346,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"89","GETT01",2018-07-31,89,"GETT01 2018-07-31",1,0,0,0,0,0,0,0,0,0,0,72,0.1232995,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"90","GETT01",2018-08-01,90,"GETT01 2018-08-01",0,0,0,0,0,0,0,0,1,0,0,12,1,1,1,1,1,1,1,1,0.1915348,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"91","GETT01",2018-08-02,91,"GETT01 2018-08-02",5,0,0,0,0,0,0,0,0,0,0,20,2.85e-05,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"92","GETT01",2018-08-03,92,"GETT01 2018-08-03",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"93","GETT01",2018-08-04,93,"GETT01 2018-08-04",3,0,0,0,0,0,0,0,0,0,0,23,0.0018745,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"94","GETT01",2018-08-05,94,"GETT01 2018-08-05",9,0,0,1,0,0,0,0,0,0,1,10,1e-07,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"95","GETT01",2018-08-06,95,"GETT01 2018-08-06",0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"96","GETT01",2018-08-07,96,"GETT01 2018-08-07",0,0,0,0,0,0,0,0,0,0,1,73,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"97","GETT01",2018-08-08,97,"GETT01 2018-08-08",0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"98","GETT01",2018-08-09,98,"GETT01 2018-08-09",0,0,0,0,0,0,0,0,0,0,0,12,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"99","GETT01",2018-08-10,99,"GETT01 2018-08-10",1,0,0,0,0,0,0,0,0,0,0,10,0.1232995,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"100","GETT01",2018-08-11,100,"GETT01 2018-08-11",1,0,0,0,0,0,0,0,0,0,0,8,0.1232995,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"101","GETT01",2018-08-12,101,"GETT01 2018-08-12",0,0,0,1,0,0,0,0,0,0,0,38,1,1,1,0.2032214,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"102","GETT01",2018-08-13,102,"GETT01 2018-08-13",2,0,0,2,0,0,0,0,1,0,2,212,0.1522595,1,1,0.1570045,1,1,1,1,0.191535,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"103","GETT01",2018-08-14,103,"GETT01 2018-08-14",0,0,0,1,0,0,0,0,0,0,0,767,1,1,1,0.2032214,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"104","GETT01",2018-08-15,104,"GETT01 2018-08-15",0,0,0,0,0,0,0,0,0,0,0,40,1,1,1,1,1,1,1,1,1,1,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"105","GETT01",2019-03-13,105,"GETT01 2019-03-13",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"106","GETT01",2019-03-14,106,"GETT01 2019-03-14",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"107","GETT01",2019-03-15,107,"GETT01 2019-03-15",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"108","GETT01",2019-03-16,108,"GETT01 2019-03-16",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"109","GETT01",2019-03-17,109,"GETT01 2019-03-17",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
"110","GETT01",2019-03-18,110,"GETT01 2019-03-18",0,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,"KALEIDOSCOPE 5.2.1","Bats of North America 5.1.0 S/A: 0"
